Time,num_cases
82.75,65054
83,65058
83.25,65059
83.5,65060
83.75,65060
84,65060
84.25,65060
84.5,65060
84.75,65060
85,65060
85.25,65060
85.5,65061
85.75,65061
86,65061
86.25,65061
86.5,65061
86.75,65061
87,65061
87.25,65061
87.5,65061
87.75,65062
88,65062
88.25,65062
88.5,65062
88.75,65062
89,65063
89.25,65063
89.5,65065
89.75,65065
90,65065
90.25,65066
90.5,65066
90.75,65066
91,65067
91.25,65067
91.5,65067
91.75,65067
92,65067
92.25,65067
92.5,65067
92.75,65067
93,65067
93.25,65067
93.5,65067
93.75,65067
94,65067
94.25,65067
94.5,65067
94.75,65067
95,65067
95.25,65067
95.5,65067
95.75,65067
96,65067
96.25,65067
96.5,65067
96.75,65067
97,65067
97.25,65067
97.5,65067
97.75,65067
98,65067
98.25,65067
98.5,65067
98.75,65067
99,65067
99.25,65067
99.5,65067
99.75,65067
100,65067
100.25,65067
100.5,65067
100.75,65067
101,65067
101.25,65067
101.5,65068
101.75,65068
102,65068
102.25,65068
102.5,65068
102.75,65068
103,65068
103.25,65068
103.5,65068
103.75,65068
104,65068
104.25,65068
104.5,65068
104.75,65068
105,65068
105.25,65068
105.5,65068
105.75,65068
106,65068
106.25,65068
106.5,65068
106.75,65068
107,65068
107.25,65068
107.5,65068
107.75,65068
108,65068
108.25,65068
108.5,65068
108.75,65068
109,65068
109.25,65068
109.5,65068
109.75,65068
110,65068
110.25,65068
110.5,65068
110.75,65068
111,65068
111.25,65068
111.5,65068
111.75,65068
112,65068
112.25,65068
112.5,65068
112.75,65068
113,65068
113.25,65068
113.5,65068
113.75,65068
114,65068
114.25,65068
114.5,65068
114.75,65068
115,65068
115.25,65068
115.5,65068
115.75,65068
116,65068
116.25,65068
116.5,65068
116.75,65068
117,65068
117.25,65068
117.5,65068
117.75,65068
118,65068
118.25,65068
118.5,65068
118.75,65068
119,65068
119.25,65068
119.5,65068
119.75,65068
